is_nine,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100
FALSE,260.9243922,-225.6672845,-549.5959109,-396.2679949,-172.9005137,458.2853392,-339.7384936,66.18202437,-374.0830616,369.3652641,-342.3885353,858.3541344,-124.582997,-97.06340189,60.88458772,-117.8714081,-126.1483812,247.0443991,-45.08326024,45.83443637,102.1019752,114.372631,146.2046147,146.4830948,-98.19319124,-258.4397274,126.1940227,-190.5924739,139.5057149,137.8681068,51.52930179,116.4457238,-11.46351612,29.37363409,3.333461441,-24.04861349,70.18778442,127.9961667,27.74728167,-127.522917,-115.4296747,58.31427865,-35.6667094,-151.0598467,71.18192427,281.6784874,56.27093865,-27.57808255,-5.984764752,32.55465644,-120.6618951,65.50893984,-134.5006662,202.813975,-115.0669765,130.8662893,-20.36020457,-23.67135194,131.0181212,11.19163515,57.02593408,-148.3468524,-34.6015499,-140.3757953,-95.58576717,107.7498509,277.1236457,3.817298366,-89.77306096,133.5499298,55.2581443,50.86990802,59.13617839,94.37975508,-100.8098722,-67.25513429,-67.31478548,47.06761747,37.35613851,-23.92255578,42.09547758,-125.1440459,75.54893407,-43.18433839,-29.26098383,-13.00401322,40.65888526,-79.047127,-47.695669,-47.23765672,-135.2439246,-126.5299111,29.09048607,-97.78700207,-59.45395729,60.38282441,-108.7803914,67.79759779,42.02924742,-1.791999419
FALSE,-132.5978799,-100.6867884,954.4399302,-474.5908336,6.501210042,-295.8192827,300.8901199,-406.3546917,-232.5158052,39.41981851,-29.43161404,413.9154488,-154.6270496,-136.5612846,-86.71896486,366.4089477,-280.9296409,133.6214363,294.7027862,361.5334664,-279.1780838,-301.3966094,348.631663,-276.1043696,164.3456034,233.7536426,222.6027478,54.73959448,315.1818541,-336.9673812,-41.43242896,75.45371002,423.6183234,-217.2631272,126.0417919,148.6432027,-4.98544304,145.5215301,-256.506015,-30.86750157,-315.9588634,171.7597142,124.4582486,-179.306515,-269.9489092,161.0585011,-25.2311377,40.05486214,108.8088216,25.83320865,-260.9346481,-129.1205364,208.22469,-50.47585976,154.8467152,-152.1261056,-254.2645194,52.96295724,63.96110589,77.08448572,226.6005058,-65.88728161,75.54265931,-260.733947,-204.0066305,140.9260651,-132.0632858,247.3904485,-53.49421748,110.6386477,46.3211938,148.4313446,5.379053025,-52.96336175,107.2117048,-4.16786338,94.66564697,-100.0723177,-55.6847809,327.7347222,31.15239236,103.4761247,-26.63054688,-83.62993693,33.19866825,30.25656414,117.9550423,-200.9152934,-7.275783267,-17.60323427,-19.31357355,105.8847824,-11.64718232,71.55844985,114.8881397,-16.26969069,55.67073601,-163.4513733,-172.747925,-57.247946
FALSE,-480.2995774,-218.4092138,786.6282999,507.317251,-157.2985595,-145.317203,212.8797049,414.3245796,-101.9286496,417.7585073,-26.33132482,-144.8728125,-511.7412037,100.2397105,384.3654416,-56.39450046,-117.3912137,-122.5011351,195.4151279,-147.2588725,355.6649717,123.6431771,-240.8587027,306.8653281,-86.97013126,-459.8176851,-186.5610671,90.61146676,114.4963736,357.6076103,203.3060613,32.24283303,-0.645627787,73.59966175,10.00780735,242.2655974,92.00493009,62.15508661,-41.61674408,-294.6102289,251.533382,186.593028,-77.71096775,-111.8480422,92.28831157,-64.91155173,-110.0678092,59.01474858,195.2821024,-13.21194105,-151.8839828,-34.43101855,-65.18670539,-140.299437,41.76283134,-97.40958566,5.542419824,-107.4625809,91.15108121,-16.08656298,84.92487804,132.9936989,69.71282254,41.98221662,-42.58905747,-23.39373313,45.36591509,-66.12730045,-6.752944663,40.12501704,119.4832108,-10.99574001,8.973481102,25.29041546,-49.13750641,-86.40590849,-25.42440951,35.16749821,30.01638514,2.905516418,-70.14075261,155.7396483,67.58432439,55.5702415,-22.73607706,-2.509818496,-40.33752252,-34.1389546,75.33650675,-83.4213685,-54.73057663,72.9957934,39.05308826,-32.36492203,-41.66486767,-34.26748959,-49.37738493,-67.03980419,28.5460667,-117.2685367
FALSE,-136.869577,0.431699032,549.6213005,785.2367758,164.7423019,-683.2584122,159.3499621,134.8768437,-753.5231635,-182.6977414,334.8468436,-309.7724607,-59.31696248,-258.3838835,252.124932,-77.34897477,209.0690356,113.1023894,71.24124574,-134.1059516,-93.44158435,325.9089461,267.6527285,-188.467871,181.6695793,-177.2925384,-71.12217578,9.508806303,-110.708342,-106.5586376,-87.54174266,-60.6089423,-11.31913376,-111.5200517,-66.58023121,26.58914479,-104.2104351,264.2580767,174.9656726,-85.69573146,-241.9172416,-393.3405723,154.4104674,-35.73924787,-309.7449966,157.4486049,140.6148414,-185.4704944,167.2967139,64.59330979,-133.7632157,130.9555302,-175.1726532,56.79182031,-209.0708452,41.53389312,27.32066785,-131.7779161,-29.25129387,-161.0688058,3.428255446,-19.45374745,-222.1238473,98.6842966,-43.96389977,57.07668474,-108.6881303,-96.55536052,-37.2842151,81.47677069,-132.2805564,-4.369155637,136.6220364,-264.8896476,120.7052069,156.6129072,-61.83469969,-79.28994625,67.53061247,96.05598172,-133.1891021,178.8456317,-26.4486718,88.67501192,108.3796278,-88.50188487,-106.1136007,-57.02205233,-167.4302815,-39.1813614,19.44447091,-151.1073857,47.28228441,-42.69088041,-145.3653416,59.80661374,61.47592181,-16.26007759,-93.09166469,-16.66778761
FALSE,0.127130515,-744.73645,486.1357944,88.83300355,41.08658189,-348.467059,303.0915481,96.57414066,246.1082956,575.5209098,-58.35719455,-114.7502605,-28.62822159,72.45112254,503.1106812,-208.1555199,74.14497004,-272.8373419,48.78601494,237.2606025,136.7160545,211.5287547,-484.0641867,-30.38175317,83.61604296,-343.9562402,20.2462633,-40.7873704,51.02435213,159.6726428,123.1148629,296.3147558,-23.07669711,-78.56840734,201.5755496,113.2859183,173.3197865,91.32387067,9.828998545,-43.85644465,-2.37743471,-196.4188562,91.45170215,-249.3780601,-146.6023025,-119.6841087,-86.41470447,179.7408791,5.294415706,7.031032668,-190.6848972,29.58250662,118.5422701,-227.9268712,-30.22545145,39.64858399,110.7303829,183.0956791,-49.74851233,26.94853935,-104.8914841,-64.96401486,50.56497459,52.37504355,-29.07944068,74.050263,-166.1163624,48.63336107,127.7142212,91.08551333,120.3747596,-29.66567967,-74.14090775,49.46488114,1.723398119,112.0502564,37.91587327,55.44342231,-16.27466134,-109.5863486,-38.73168423,39.18514344,-116.8640457,-76.59204777,-115.2363496,35.46968299,22.07602245,72.70332428,73.29976951,-68.21398855,17.20542172,81.91949866,-59.08346614,79.24720602,-134.0679405,-17.07946964,-64.01842945,17.51946325,70.83767693,-45.32105296
FALSE,-271.5787025,113.1586035,658.2483232,-646.9387517,-75.67245445,-100.7630751,-472.7481543,-112.3665763,-296.2281903,-209.5617933,-32.72316553,278.6077049,-169.4277702,173.8729839,-36.2444794,403.415749,284.9649395,-25.12387022,224.0274138,214.2026358,305.4860937,-303.4476336,-191.1236807,-282.5525763,79.03698983,-194.8195097,-251.8794482,-112.5910948,117.4802616,-84.20346404,139.0580115,-148.5675296,-67.77408141,-12.12184718,499.1736559,127.2295039,16.28279306,1.693884894,-8.609500108,60.98086796,-73.86059524,-95.46871621,201.3310636,-30.98423875,22.02351927,27.13272154,476.7218086,120.4748913,38.72360993,-145.2376995,7.698319379,142.1891388,48.25319163,16.04893372,134.275227,-125.0491291,-201.9077941,1.880129179,-231.541879,-16.48051851,-19.09875196,106.5428128,-343.7572853,132.9622988,173.5861224,-163.3040793,-183.333723,24.15081355,-158.7737112,-37.86827947,-87.26371477,245.3433374,-164.7514179,-141.2653645,-83.56962883,115.7682502,-298.1507868,104.6472626,123.8942695,17.50605678,113.6742257,-63.91560697,-250.2106801,-152.4827669,-134.7500051,-118.4434843,87.63655219,55.62985439,-39.98160765,7.164530727,-145.1910242,141.6559297,280.1745924,-91.83619351,-135.4408971,-18.95473754,-41.2223711,-7.901498577,-92.67899616,130.4652908
FALSE,944.1717744,73.20416176,-956.6588387,280.1996435,155.2851575,134.1324913,-171.4943364,382.0518155,-323.8182677,203.6583042,126.3838518,506.0832153,212.1087446,15.95980802,448.3293683,-86.23088349,183.8351092,-85.13401729,-29.51682216,195.1844582,-279.5973362,58.62099977,-56.51614164,-12.84420172,213.1906044,-115.1391923,-0.021140806,-253.4200923,-197.0182536,131.3579516,317.423956,181.8685336,-118.1662803,31.27013444,-133.7306143,-353.4509103,187.7084253,115.4019347,21.505437,-154.5860862,-50.40324745,-106.1403314,144.9240504,21.05341467,-6.71972717,-15.60120333,15.07333064,-78.53677305,55.29643661,85.78791886,28.34953212,12.69808244,153.0855,79.66323591,-86.18191767,-203.6670798,33.66180187,64.53649792,23.88774574,-77.39171566,178.5812709,-40.90365283,-41.0358084,-166.7099948,93.249226,-67.30634611,-65.45720559,-140.8239375,155.3835729,-38.39563391,-41.87041823,27.47110741,-74.40255216,104.8912784,-64.64228894,-105.2047026,36.26912367,175.2311936,86.90789791,50.43620798,242.8786791,-43.65759448,8.042555338,-40.51123167,25.83975696,23.22176951,49.47559603,111.4782005,-25.75485741,7.017866887,51.84315282,-22.96689863,-126.1344041,-23.47255424,30.17935334,95.37194925,-27.62475248,137.1175248,-125.9471408,14.99042054
FALSE,1127.947132,464.234509,324.1819787,-899.8784304,33.63775584,94.64798252,-201.2638894,353.0471789,-247.9209198,-47.67378365,-41.25625863,-2.805468395,-439.5323781,5.11416099,199.3452629,-403.2738463,197.3024265,-3.11995356,-14.49646356,245.7482827,-96.72447427,56.8492203,118.7436696,-369.137889,160.559868,-108.0913312,120.253807,-181.0663415,169.9356267,384.4866746,40.27507338,16.49250361,-117.545415,38.57701504,-82.51618239,201.4019584,86.26384858,159.5058855,-103.2487846,104.6002526,-56.92711675,-143.0406259,139.7480642,62.25328406,-15.57568377,24.93819817,-45.40320272,54.40197789,-312.1004162,-87.95551199,37.19889363,260.2354121,-45.74176745,57.66346019,39.33205141,16.68640889,-26.29001956,-255.8302997,25.67983808,-84.30537308,246.0352875,-69.10235293,-1.049333446,52.58598582,-187.3404952,114.6028285,108.8567244,37.5418548,20.6452535,29.82563843,-53.21854151,-237.7224234,-13.36392846,5.040665177,-19.82813134,-27.9732497,42.67173746,-34.47068847,-118.5644289,33.82355454,-221.8115902,-61.37052223,-124.0055334,61.73768919,-37.04706675,83.219807,21.7638608,41.78099762,28.07376035,107.3900949,11.9064978,13.73998266,65.80725937,-64.55493452,-55.62717767,30.02191625,-92.30987027,37.53575157,62.09687148,49.28917813
FALSE,-161.1964431,64.94633174,601.2247171,98.26407203,172.8149086,-599.7559245,525.3103524,87.72384009,-554.8923824,61.70099005,-72.89161599,-415.2537779,-330.3092254,184.3724961,-87.01059474,124.662518,185.3366187,61.00583988,687.1841778,-36.19126771,241.3673894,83.10601989,177.8197535,-80.0196143,-73.35389093,33.64285622,-198.1631284,-182.4354508,-233.5156171,-50.98355426,-4.985229353,-511.4615507,-391.4064058,308.0392977,3.102810431,150.57766,-108.3848248,8.980247656,-247.6038995,54.9255668,71.3318883,204.0404212,-8.980588101,11.81032018,-76.58546689,24.752216,-100.9048709,-171.1385338,13.01934991,106.3311426,-8.26959342,-32.74188772,176.020169,-13.91333008,107.5740988,101.1407187,-50.59794112,87.52440096,34.16368688,-4.143137627,26.43353315,-116.1890856,-199.9745389,-155.9994943,172.741664,-201.9963448,4.057683032,-19.22078272,-7.639249083,131.5861757,-135.3302835,55.02536729,-1.565626088,101.854513,181.9687877,-7.383524,40.33251099,199.4517144,-140.6809731,6.813832849,-64.84209124,-50.07678919,69.48604251,159.5482442,22.92916968,36.66532788,29.85086462,221.3013493,81.15338671,6.851270982,133.386281,-34.63271815,-69.85429219,-20.57668765,-47.2148572,94.90526334,63.37156974,-94.96304726,142.233265,41.64393722
FALSE,531.3084312,-93.26962739,464.9956488,1018.902332,518.2224835,636.2277271,-35.73031292,-215.8322507,-156.9435107,-211.7216192,-181.1260391,206.1372058,195.603787,454.249926,-110.1287317,289.8781142,-351.0774606,315.6443035,127.9196209,-581.6021128,365.5866147,-358.1853577,-370.1876688,-106.8382373,7.067180379,355.3389005,-106.4112477,-400.1130593,165.0789197,506.6705393,-320.6926208,239.4195291,-99.03475888,190.8347698,-249.4862311,-280.2104416,-63.95157574,-95.80264742,-101.699304,372.7382608,85.55801589,-255.3506915,29.93672572,-139.3264396,134.4629093,-28.99221728,-158.8424043,166.3375332,100.2316955,-322.0048907,-238.5647631,132.4678416,84.08736764,304.250675,235.4851466,185.4575648,-123.6873007,162.5532691,111.1233954,53.85134224,-106.4638361,-57.51061759,125.8680434,-75.79925061,-112.8764485,-39.2265569,105.3109232,37.30768834,197.190904,226.8135374,-6.716015818,24.08023997,109.2216239,45.89453912,-114.9964968,44.10082537,22.61683417,6.874463876,82.91463406,176.0729591,-114.8873212,-36.9033569,-18.89766885,85.44358753,40.54753958,-21.37715604,-178.587537,16.19683689,-95.11819927,-78.17219789,7.686496285,148.4213194,18.55323928,15.73214203,149.2241472,-83.82859461,306.0130495,81.55406592,-134.5612259,-128.184753
FALSE,77.27039656,265.9872654,-51.2963279,2.291774503,421.1970667,-517.7922041,575.1102243,186.1931866,-406.261434,-87.94688897,593.6057594,-30.81126086,-409.1712066,-267.3539078,-472.4569251,-165.78088,197.432769,-206.0217513,-112.5898148,-93.74017915,135.4815273,267.8660773,-300.797536,143.8266482,137.2801718,-282.7730414,-160.0612102,-137.2450292,108.3803207,10.89610485,345.9994334,200.649634,-203.4987073,42.49376994,-58.30782336,-64.67551011,-301.581603,-96.62613928,181.5620983,232.2975128,-199.3442138,67.90955175,-34.11730762,404.4511147,-41.50557895,56.72765378,54.94574167,72.92283315,328.0672941,-123.9286053,9.392020443,-103.3805067,48.35996568,-26.90291891,90.66361028,33.36319794,-120.7664354,40.38242664,392.6292811,-290.063402,43.18839544,151.5009427,-85.83434857,-248.4893054,-132.8425193,85.19557311,-162.0545531,-67.51320454,-82.70402609,-22.47962041,81.27854567,21.52910378,67.23410951,98.07936453,-82.86330554,143.5112058,-128.6173365,49.16014865,66.03927808,-168.6298656,87.67276819,82.57834222,-41.51485404,143.5972196,15.79507989,81.98747063,-82.26909531,31.42604621,121.1108417,161.3768652,95.41663945,-59.06966217,-222.3200595,-65.40917593,-28.00783995,27.88469409,-86.86819144,-169.2691864,8.591281968,39.0380388
FALSE,357.3253142,-294.8014408,1128.232993,408.0812851,-252.8369317,248.6528843,-161.1553157,194.3887241,-272.2826734,-352.7493986,322.1026395,236.7977919,178.3115762,206.2117425,26.26776994,-433.4370873,-142.7953277,204.5744311,-194.6744301,-133.9701957,-31.42323098,-238.1265379,256.6118021,-294.2329479,-108.1756477,130.1007842,-81.11748501,-36.20479413,-167.9219128,135.3024631,-131.2578939,255.9100349,223.7956598,-121.7305596,-102.738307,54.077359,169.2909552,-130.2778037,115.4297677,-341.8582346,-67.97254884,-74.78382904,246.5457734,203.1332049,-250.3529383,210.7238908,-216.7032452,334.383653,-85.01767431,-307.5810161,11.11697466,26.10193534,34.9501197,147.9399329,-109.403402,-149.1345648,13.13729302,195.7383589,165.1837433,3.808731935,-286.6024861,67.23680549,-176.1010603,171.3113623,152.0924232,324.2282507,-135.4613624,165.2443926,45.1291176,155.792358,14.31404063,-49.22700806,70.65433348,132.6916295,-117.3404511,-110.6073794,-116.0369082,11.6445807,-16.99037819,-142.3611572,41.88218907,-196.167632,-1.349725671,46.10480975,-126.2677694,35.8109949,-36.97922979,-9.479898266,-149.7780239,30.14639824,-161.8040001,-142.2404394,-103.0680697,16.69541565,-61.28720139,-128.6945634,-242.4890112,66.05025057,35.11893528,-177.033514
FALSE,734.6732537,190.185931,913.2264886,-17.14922527,-148.1691841,531.0525829,373.3845412,-165.7105938,-52.12573928,350.8166849,-270.0918804,839.0614016,-160.1145809,201.6034876,597.5419583,353.8891987,537.7433882,-39.01744587,104.9548799,3.633305911,1090.669455,232.5814892,-33.18594884,-171.4897991,299.2701613,271.7725288,-132.2923754,322.4611243,295.9573002,707.0296062,290.8362365,52.75111479,-115.1772797,184.9394112,148.1210421,-102.4719339,81.62318824,487.9159877,-55.93686577,300.853972,-315.488705,-317.4737453,166.6097243,300.4317138,-76.77786031,5.571705191,172.5379993,13.97142974,36.60654432,2.70536283,385.3815981,-11.19843444,98.5090802,-72.05249495,-306.2416888,-58.91150761,88.34407826,230.6931866,-205.471685,340.1785239,91.04243978,32.05254068,117.0863179,4.332098231,-108.3657643,-232.6577067,109.1792882,125.3548717,20.50436513,-46.665455,-28.22924294,51.90971485,-149.4764114,65.19708443,-185.855026,232.5723912,26.41824011,-56.39657774,39.37023588,83.1372125,-119.2831233,-83.80076021,165.1465149,200.0503924,226.2086114,-120.2682315,220.5325492,-99.06962145,-96.9951907,-163.6081014,74.77771868,98.37796019,-228.9232198,23.03239108,-27.26588581,130.4132834,-143.0430041,-111.1143673,61.71670462,-104.9771386
FALSE,-384.9629579,-330.4514686,-714.4823322,211.7532022,14.77144088,211.4721079,287.3488656,-591.3367462,42.6535935,110.6360982,294.3037973,125.7871563,-101.2138167,282.1206711,-89.35165515,0.145656593,-336.2256382,38.36719423,52.16731961,-44.54385893,37.34277572,-318.2459862,-22.72977815,-2.348042033,168.8476872,-46.23755575,87.45983978,-48.79924629,35.48347678,-81.08171567,-130.5526163,-49.77186148,-89.83612009,29.12242403,53.45899799,-206.8279645,-93.93009329,-298.3626811,54.68261159,84.22891192,-39.91490535,-93.36353112,137.0116002,77.00648073,10.68495577,125.9290328,163.6107796,57.29000177,-130.6196898,96.16827593,-73.17282122,10.2337588,-75.84855105,140.6343111,40.1550441,59.25907987,-142.839186,-76.05359594,-115.5800898,2.365859718,-1.322371861,-97.07892627,95.91480788,185.8417735,-6.011847449,103.3999161,37.34631001,-232.4309167,-42.84461826,-87.98659648,-174.5909577,-2.112012229,25.92407033,96.79301059,-7.43174444,79.99658418,-10.37437459,124.7435502,-241.4078383,-127.7863828,112.7841309,-77.94670572,-91.52597426,-63.04512785,47.20129077,24.80462897,-55.25772297,-32.38916754,143.0352648,-28.29340083,2.599096969,70.04680026,34.67318598,44.08900601,18.86808186,-161.6285253,-25.10981922,-4.459560765,-101.3725171,-116.3402605
FALSE,-193.3315875,-394.6310276,564.4914291,-398.8003155,-96.71091527,-323.4399627,304.9268898,-3.821177044,696.5278152,8.321063981,-52.0890803,-113.0573543,-144.6280808,-164.7218381,10.68741371,-282.5754804,295.2124714,74.98648016,151.6337119,313.4041556,50.49791405,-59.33014037,-131.9447501,-58.20611051,-18.69369893,56.86091349,198.4783866,244.5688049,329.0590689,-216.8638155,27.19893555,-101.3444615,-37.03284369,151.0958895,-40.6801147,71.93138682,313.5998493,-240.1727196,83.81166723,147.0057962,-27.28200622,-237.6186546,104.3341956,-11.38732796,26.79102463,79.11337866,-105.7907271,44.01675658,-208.66975,53.91080054,-10.94046241,55.48899894,169.8372878,89.65921435,-41.89964704,-95.9478093,4.925650837,-54.54853047,109.3344187,-27.14817684,-78.69963948,53.07211229,-3.319110864,-79.80747846,145.311948,-0.90843587,-121.1239857,-131.4686016,142.7583028,-3.646052672,81.96993578,10.40353535,-125.7126407,54.79181441,115.8426034,3.84207123,-142.6629113,-115.5007747,25.01712091,-28.43406588,-30.9736277,-55.93343342,-49.8869951,-142.4440796,146.6238117,-21.56868042,-48.15361221,-59.50421204,31.29429339,-10.08510445,184.358288,-159.1900088,-24.51778356,-109.2832867,-38.62266456,-96.07948028,6.107593811,34.42455757,28.79373584,198.1591255
FALSE,-853.6062466,444.658052,-280.8305331,-143.943548,-416.4585448,216.9598911,-453.8559341,-97.63164281,-139.9794487,-418.1380304,140.2624776,-287.8383994,-99.1868574,139.7959696,334.6590289,-75.50954774,306.2077836,-143.913963,-227.6378715,-211.3733304,-222.6042107,154.910034,-265.3392779,-96.81796339,77.47915122,-15.20563615,15.95103644,30.55954238,84.36902252,-96.97064467,-222.5153238,-38.02459406,-128.4707666,175.9617972,9.83515078,-50.01457378,-22.47109259,88.95236423,24.95115335,-19.79744197,-61.23932325,1.69080961,101.6466319,-75.54813532,-8.871328178,31.09419957,-38.02047463,108.2936561,-204.1551389,0.216175296,-177.1255981,4.721902663,-18.48904508,-97.01434248,-152.753913,21.30449122,-34.56515134,-30.91882465,96.23884028,17.72080185,148.1239233,171.7085634,83.72707682,-81.36302875,-31.45407299,-126.8706301,-57.95599631,151.1565038,85.68943732,0.313633183,-100.0335444,62.46532292,-32.74965862,11.36829754,-41.43302372,-76.38244688,-38.3894099,64.35548969,96.84187897,-48.54594037,-33.6892009,-203.1224303,-120.4994814,-48.93928159,-174.4268593,6.041635263,-20.07867622,-91.67451432,10.52841903,88.36267151,10.01428919,11.57889919,-5.479022657,-133.7362237,-21.98884483,69.34417052,-73.17304934,-19.36735303,45.04100324,-20.9690046
FALSE,588.7211733,-166.1922878,282.8989273,-457.3345448,-71.11166087,-285.5204141,-413.2317615,136.626632,-115.5028217,-778.1471814,-123.4910678,35.99249819,-431.4822646,309.8149103,-239.2618343,123.740777,67.93139332,-88.61007081,367.1509881,327.0847465,-129.8754331,377.8382879,-52.55093135,315.9533472,45.79412354,24.96072887,267.8662226,-140.0320884,-12.65755393,-99.34570643,17.9255433,144.7548263,-20.43943174,-15.80049129,126.3640242,149.7784322,58.58165035,-88.5481162,97.61473469,-53.57110888,285.1146785,-107.4476143,7.202445045,-266.2784956,424.8715071,-49.46412149,-126.0118099,47.59788728,-57.56864966,70.87626238,62.88192601,-148.4737273,98.09670688,-26.39772801,-258.5143954,-34.46794251,62.29251561,68.17940493,-98.4898759,53.89089773,-42.74597908,-2.366377779,-67.82199895,25.89655291,-5.87183382,-75.83337968,-208.8647221,39.9663731,-53.1384557,54.93714138,-99.32472877,-43.13364037,62.54022386,4.972659208,-117.966528,26.88581214,-26.23520677,102.0278982,102.3928716,-79.41248451,9.216538686,42.66375222,66.45730349,87.8502908,-55.12366734,-91.36145122,119.3240926,37.40766339,47.91892374,-20.53102182,-115.7149288,-6.69308803,86.99188659,100.3405433,-108.9178073,-6.538119969,35.34105763,-76.18316572,-137.0047071,-51.1906756
FALSE,939.2603948,-75.13774352,-0.552871811,-153.7496714,963.2628807,831.1005776,-159.4033576,150.2856205,30.01486632,47.31345809,-124.3597918,-195.793205,-192.3330832,332.3306796,-245.0853009,165.2297864,37.64742231,319.9324683,-169.1832922,231.6002821,59.81560917,-224.5203808,169.2059431,-4.86564221,8.553085259,-106.2340899,310.2064918,244.5995733,678.8225656,32.85506865,13.0925687,-89.10972412,-67.0613509,228.4848078,-217.9521268,160.9075265,-15.79757678,437.0709444,58.8688913,563.1002644,101.4262974,-235.9780858,-62.58171654,79.21880945,-78.24761296,83.4976208,233.5189612,-22.89254948,-195.3598464,89.82976392,5.558629529,2.511654763,-3.841903997,39.96226272,243.0507511,13.79476735,-182.3614682,25.87593011,137.5109773,25.65155516,16.81559321,-194.7682607,-91.78522002,0.121465879,229.6025962,-89.22360272,-207.6790622,-196.308158,120.4458535,-123.8140533,92.77308312,-122.3591966,-217.9485518,-81.32489843,-185.9969235,-182.1657685,125.7351687,-62.9623973,-29.90873313,-72.16417752,-130.5623249,-5.801009605,1.513563647,-51.31438003,-116.021079,-46.24355971,-137.1406173,4.961785703,-14.65633264,121.5859719,89.52794929,-27.14444103,-47.53488473,73.23032379,146.6208811,-110.3315012,-132.3498878,-44.30743421,165.8739893,-4.121119384
FALSE,8.977280999,-361.534861,-12.28622123,-218.1951643,464.3066373,-539.1539886,189.6007653,381.6922671,349.0023799,-467.8876349,-180.3533704,-465.3289924,-191.2227031,111.2667488,-132.1189266,126.0592031,30.27507714,-260.8743388,226.3276993,263.4273562,70.56711376,-146.5537364,117.6647935,-48.94290766,54.06632023,124.5900739,-75.5300522,-312.1591375,-105.9755702,-268.1187131,-44.35636567,311.5899073,171.284856,-108.4102593,-196.6397158,-313.399708,-108.3928824,-120.8204003,23.22994053,-147.6564826,-43.37104213,-95.57685477,-109.9512342,-209.6764871,161.0672788,-202.7017572,36.11527557,-37.75963959,23.40308451,-154.4495758,273.8294884,-182.1764639,-293.5433128,20.99588766,7.209584231,-252.4711254,3.058495621,-106.1292532,-74.16303578,-16.53379714,10.09899061,70.4609265,-183.2647373,73.67843272,2.154431195,-82.43739495,-45.99642581,-14.00461443,-3.737924839,103.9667925,23.41660403,7.028381948,76.60191979,-1.296153328,-71.59297067,-31.99014247,-56.69854207,71.26902886,94.02906083,-69.17653223,-17.16408055,-77.91178594,159.9002712,-95.58841147,11.22718493,-64.409186,31.9243088,-78.58496476,180.2157293,111.4545698,-49.20173959,18.64244258,12.75132799,45.93100027,-3.51966431,-65.3089898,2.092694544,48.00823776,-14.44273537,142.9039091
FALSE,-411.7304029,352.8579109,566.6064141,-728.6172913,-184.4670154,-402.6544242,206.0611701,70.0891019,42.78798771,-374.6231656,296.6374333,-140.2790083,-34.66106651,382.1911766,7.077779165,-305.5612882,-102.2685605,147.2545314,117.8042459,-268.8854241,-77.01150035,-1.797391106,351.9562974,-305.7915161,122.2257628,165.5078794,175.5636371,193.8016809,-74.36205345,143.018759,184.6653199,117.5463587,11.35627504,142.3649966,376.0706694,6.804991422,-19.29065253,-410.8853322,36.18441305,85.73272215,-36.44467381,-63.56505759,-129.9787446,98.76494973,115.1422635,103.577484,111.9816576,-42.57421576,16.66623354,126.1908518,-114.7851708,157.5966701,14.05026401,-211.141625,5.688015572,93.31089315,130.7608498,-76.88205395,8.417748182,-34.19903418,-189.8205122,-66.2005785,-125.1983841,-119.1644098,-127.196227,-69.23305252,157.9486836,-151.5036131,44.04258698,-172.3008134,101.1433582,31.70311669,-237.6633472,141.9956642,16.28758888,-8.979902999,-96.50154046,-161.7058943,-74.69393999,20.83689122,22.20606053,-30.49923103,-30.15230148,-90.55365543,-146.3727858,134.9802366,134.0868363,-1.834010281,-55.66963906,-97.07313062,-66.09708025,23.91540726,107.6091038,165.8613439,119.0846861,50.64740444,-44.255391,76.55051394,-48.09709749,-4.820463406
