pred_prob,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Feature_120
0.533,-688.8024179,-422.8475867,373.3311163,28.23574711,-646.4580103,35.63147641,117.5450144,-37.12616207,-102.041034,-252.9915079,346.6393501,-225.5657801,-201.0550157,-101.0163249,248.1643246,171.5429572,140.9961718,196.425082,-250.6744287,170.8092027,-39.37399517,98.14039593,76.95581756,-304.0010579,83.49571892,246.4031412,-29.4614369,74.95881642,48.99010651,-55.16827984,36.55627563,-168.0627851,-78.36924368,-74.65530794,-35.58324121,93.3598691,12.11346591,-94.02161693,-177.6176779,-139.1700894,-109.9381331,26.16195768,46.41731981,-53.0801576,18.82014319,-173.4954633,33.62917239,-51.73598075,61.647351,-0.851305039,141.6966514,20.05534043,-2.035227586,168.6936433,88.42909227,-41.69456101,42.3426731,45.8494471,-41.39346551,-1.92176822,62.88388653,55.15322231,78.54874025,-128.4943169,130.4372079,85.87661941,-2.524541512,-151.9510301,12.64701234,-156.3827311,60.42355922,52.9152147,7.639603565,156.9204696,-27.55143529,-65.27850145,99.85517668,37.32428268,111.6054408,30.99157778,-42.78802275,-10.70586245,-70.77418006,-32.03737883,0.568313981,11.71195072,-15.97985765,-158.5689234,-58.82682078,-69.07526213,243.4685756,-89.79399269,-31.49864485,96.32151343,-168.1609074,-49.9493644,15.00026121,-46.20221346,-3.378422213,22.64645662,-71.17890707,-75.07237116,-7.453590063,-65.46490496,-8.395540918,3.951003418,-55.52078773,43.72217659,-3.239237019,151.2003256,25.06200582,62.50546577,-12.61933277,22.56545744,19.97620951,77.11915248,51.69804658,-30.61189718,-6.172326502,-9.060295654
0.579,-55.0179235,-447.6115125,-283.9377223,73.44622438,-523.9327997,381.6408071,-304.6867285,436.1700469,-187.3529972,172.4649654,-180.1301588,138.5393603,254.1219157,469.1087347,-265.9481834,126.4175201,10.52561859,-71.0908738,42.78375407,212.1694275,142.8834435,83.40418649,1.280366724,81.95389656,-307.5555213,-106.565663,1.268606469,-21.40877091,-53.16285512,291.3635986,233.0702469,-191.9372694,88.31809143,-201.3664462,-139.2407879,22.63682238,-139.4518626,-215.1588063,55.8850674,106.5989761,40.03325718,178.7789875,59.57574245,160.5816332,123.3104859,194.4139447,-92.00005266,27.3580331,-42.9160019,94.09296988,-158.1612884,-22.69041585,-287.3224468,-104.8699905,-55.33945607,-99.99173062,-95.26819301,-16.01197296,144.3055353,191.1973253,107.2252848,117.7994172,-45.53304981,-30.0697917,-43.0273372,77.46057532,-26.58349933,-61.45876631,113.1640298,-79.62335478,-55.41596077,79.93578641,49.1782747,70.83930778,56.74375729,-117.5108853,57.5341621,41.50868261,5.516715696,44.93511635,-102.9198492,35.42368412,98.37309673,-7.988557752,-64.26593262,-31.38735418,-36.10974279,2.010707883,91.92035709,-76.41111008,66.0320636,-56.05988449,8.489515796,-38.6506187,97.72948825,2.597432867,72.18395925,49.78450956,-8.215624665,18.06777426,20.94337304,-29.60557365,29.11005067,-127.9164786,3.126380635,-17.45313684,26.37171655,29.6341043,-39.89058782,59.62353565,-9.315487272,-36.64228196,-19.28282704,-123.0650097,-99.04142362,66.87316864,42.19080249,17.62761687,-54.40310946,-44.69499997
0.551,-118.6334453,170.1606285,-178.3791404,217.3164968,-600.0363515,881.910265,-105.3390822,867.006183,193.262898,231.8260533,81.22397121,57.46080316,33.38968459,37.97226441,287.5124361,133.5199543,-33.60605166,176.1857369,97.17621358,27.14137203,70.50333067,362.0005203,157.5250359,-215.9015162,387.2584417,229.1544099,-70.76530442,284.6158236,-157.3343967,-201.5171827,-68.32716961,101.110992,71.02198327,147.5098128,262.9329965,116.4500631,-62.76297754,-67.18161631,-26.87420382,-25.71776809,248.6832238,64.22155088,-165.0465386,171.9383122,-135.3339687,-97.45124418,7.82783264,-36.72701129,96.07268501,-32.36102599,3.310384033,85.69357887,240.0916138,-79.36657739,160.3260377,13.39632971,18.84461614,126.5958235,15.13481439,-1.940325669,-82.80552693,-14.48807132,-17.45713064,171.1785758,27.88030866,142.6299261,-9.709394099,-70.25475581,135.9286564,106.159389,153.0753985,25.68121515,62.34614128,-63.89460618,-84.01763174,24.44747018,20.19371467,60.135181,124.1780468,107.3647107,-80.50294735,100.318183,-3.433862769,17.00948379,148.9155791,-85.21178926,-98.19126981,-5.30068695,-59.60737888,-57.20756755,-43.95526606,95.09991902,-83.08836783,-68.13917824,52.14278776,7.025549738,123.7936146,71.2916225,23.53866472,-57.89050454,20.52534817,42.81250251,268.519707,57.59820057,-83.84958844,33.24594449,-43.02166909,94.31990299,-7.135203189,62.43639758,156.8964333,19.90133803,-24.10251275,126.0240873,-16.47692166,-86.43443273,-11.35618652,2.207147172,110.9279157,101.8476086
0.535,-658.3491784,-110.4989783,1.167286097,418.2709186,-251.3477551,-422.1392159,201.7001952,485.1179562,-94.02642944,-206.7854803,190.8432804,-440.1259804,-385.788882,-135.7015205,450.0024738,251.0918826,159.9826797,260.6698931,-179.726849,-178.7497474,-194.4062563,197.9844446,151.5340457,113.9987346,-114.1218834,291.5421001,145.2221686,84.36740515,-14.70245177,84.71598357,34.20732996,28.03234512,-58.63339723,-19.54688119,-130.098875,-143.3847181,38.345456,232.1229027,-0.343821612,-205.5329259,-35.42084941,-185.3174884,93.17396143,0.022085859,25.01655412,81.93505356,-27.54847409,61.52388017,-125.7169216,-22.93556204,-107.3374481,121.4203311,-2.371994632,73.80871756,-14.74273211,94.11076232,-42.61131286,-65.07304548,-35.14467902,-19.07528692,-26.08896823,-10.74712271,-33.44800486,-20.96632219,88.63754885,-52.46893568,-133.5287795,-68.87233651,121.1051506,3.693676571,43.62303558,90.15715893,30.47472134,-136.9897759,105.4238581,-45.10177667,-22.88915548,11.26312619,-43.64588243,100.0482212,46.926896,42.77755379,73.33061569,-37.42262112,49.14353075,-44.45560738,108.8033895,53.4024393,-19.95731498,100.0672574,82.33990657,9.6006507,129.3889796,-79.35153296,0.955405937,-60.68095366,-35.78379852,37.36236936,-43.40010385,-63.12170888,105.2093954,-112.1470857,-24.54507734,32.87143271,-47.88383734,-140.1632673,-7.235582231,100.105834,-29.28862104,26.46770925,-81.65134862,-89.41300404,22.58348806,135.064881,29.3000041,63.52658099,19.29402928,-24.17421308,-46.43251855,32.56149
0.561,-278.4662224,-107.4795171,-225.5035117,-338.6662367,-220.9508711,258.0146951,95.09313845,-378.46558,113.7352608,-337.2263302,259.9695533,-166.6763335,-560.188983,90.65564186,-230.4313404,60.07736879,-256.9048141,-197.7892382,-120.5892095,-145.0428948,-102.4479419,257.6906494,23.52981645,65.60123869,144.6333299,-131.3109359,-26.87460626,-253.3523935,-15.62892554,-63.00390124,38.44735001,256.75537,-91.02758586,-55.63254176,-167.5928446,115.8792694,167.4683098,169.9285855,-185.6350262,51.00402413,176.9214737,239.7391009,-145.0485581,-90.91984953,-326.6815401,-255.8470113,75.67769061,-49.7514506,232.561551,180.116466,-130.825715,-110.6879625,-7.619886727,118.9789621,105.5566801,-6.332765402,15.79292547,183.9095414,-29.00366246,114.1458293,-68.9836771,90.23731407,141.1227716,105.2501563,3.642097685,183.2517681,145.1195785,-19.63796825,40.29538336,-94.49218885,101.321408,-91.50019415,-17.61770287,-16.09082124,-59.86006911,10.62002221,181.0154887,12.37027639,162.8636745,-67.44071128,4.903478646,36.97037023,45.16311466,4.269251521,-14.78872467,30.24069666,77.79137577,62.17827957,174.1427346,92.91733851,-191.2237148,-63.7551436,41.33919446,72.48042975,-16.1218932,55.76255568,-136.4494925,-33.82305714,61.92133946,6.446764159,-49.41449529,20.10461423,101.6794048,101.4487215,167.3977016,79.73388632,-50.2819892,24.56448543,-123.5259485,60.18725486,26.1046528,50.74722634,61.08318441,33.18933069,-19.86671185,17.40817821,112.8375265,4.463706135,64.72180751,-12.74152716
0.504,856.9469179,223.098538,90.93757605,-737.2042855,-333.046006,-557.4745419,725.3642348,-58.44212574,360.1347636,285.4799979,393.6309958,-142.53763,-105.13616,-250.4195615,192.953434,79.43780509,62.86324748,-269.0996478,-14.67688596,-129.0174219,66.26886557,-120.8316221,208.805478,-225.0764896,-80.15029633,-39.54263813,-60.22179144,-124.8113894,194.3760416,398.6680278,-54.74421059,-139.2837297,216.3935538,-338.021445,-50.14653933,62.77623056,371.1746908,-91.94489581,66.75030302,105.902597,-4.563669874,239.9230477,125.3828955,77.52739585,-106.064028,-58.76187326,22.22272443,-14.69097349,-2.55992333,86.90805776,192.2928503,-43.37484375,74.65048169,-101.6631629,129.2989881,75.31420079,1.58408074,-116.0834932,-45.2635025,89.33736765,-81.12314332,69.60122929,-68.26968891,67.81768834,109.5995889,12.55479218,59.98538313,144.2225613,19.95006007,-72.22696681,-85.94357968,30.93728769,76.38178272,141.704523,121.4353909,-6.133778681,107.9936108,-123.5172186,-9.503446173,-56.25168891,36.50815662,-113.8901115,-33.68820246,66.42304615,-90.23750601,1.128019825,-61.85681885,76.03973808,-52.59424163,-93.49584752,97.08696829,-151.5297728,44.99435679,-12.97734042,111.0090356,154.3554348,-44.18251272,-36.073532,-54.63967345,25.92721007,61.0841198,-27.22386485,57.91412118,34.5560661,71.00094193,-36.71833665,50.66393302,213.9346565,-31.65324502,19.93952051,-110.4424368,-157.9297831,-132.353352,-116.3763334,-21.74922379,-98.28847328,-57.73057461,12.29049395,136.2595541,-56.79750644
0.514,-611.6384723,-321.4569678,-182.214563,221.2435549,-338.6797839,339.7717933,-67.15117926,-32.58760204,214.5235545,152.3262373,74.27341094,-473.7299113,-184.9209096,40.51704383,92.94456734,389.9243304,-142.6163368,-183.2673355,-50.96157819,73.98777724,79.78286933,39.94114472,-30.95983942,-56.61287112,-124.4104404,131.0241855,-374.4644974,-55.57495677,-417.5751164,-35.55263082,37.01522369,40.58475468,-60.93758828,-328.2305303,34.92886857,-91.42506757,3.912196945,-169.6689076,-139.5489603,203.2219435,22.54646147,-24.03731459,-182.0967075,-34.02692519,0.731720279,112.1917163,150.6259076,24.629263,-117.2453903,6.901735579,-67.08862395,-35.23743292,-71.62497071,-44.64769123,-61.04658594,-23.37941466,-55.48922175,62.05536253,166.1258063,-96.4146276,-17.41713904,-82.83474086,-9.38839651,-91.04891159,-108.962043,13.83766794,96.67731958,79.81408045,-79.10256741,-95.87419619,-24.37683319,-118.3667455,-13.6704875,-119.1452109,-123.8367968,0.125992679,-3.477691005,-3.538858208,48.32813207,-59.09304487,20.95389812,84.96861817,22.71382679,101.8809308,-65.51059258,-109.7767125,-51.84798423,-53.68633921,143.5313854,55.26388959,41.76980291,-58.53086144,-81.61908501,-80.49835578,-110.8781801,-35.11008956,-25.66476135,1.636745879,1.483616585,-99.73039317,100.4086585,-8.790737525,12.78132124,-123.344674,-33.67047971,-10.87623662,12.45370537,56.61621106,24.09375966,84.52586555,53.19866191,-19.83243224,29.46643475,-32.62624416,-55.39105072,-14.8139481,-84.83087239,-44.25931172,83.6059956,-9.812737896
0.589,521.4493179,-414.3232016,213.5275694,674.5188721,10.83153646,-263.3358065,-682.3961076,129.261833,-334.9998274,-620.7391471,54.68309259,123.4424064,5.60591406,-386.102528,-121.3495694,-173.6152134,105.4483413,-335.5525287,73.6578249,20.66328132,-226.6839524,27.23865123,551.305366,295.9246929,-17.69277701,-128.4948329,88.77539218,5.534778144,56.4510982,-14.63617341,-73.55154877,-86.61087035,201.7751581,-266.6384124,53.79979613,85.86840949,68.79455328,40.17323803,196.2563307,123.715062,-31.91999526,-111.6909144,-129.4794093,42.4490725,-8.82296289,-130.3240755,96.37000466,-147.3924617,47.35007197,69.78306125,-165.6801648,64.20233329,-25.89820948,-96.52966122,-44.32120159,-12.64687759,70.35658935,105.0612311,-14.00476994,158.2964002,-35.89883564,-145.4214429,-26.94072022,23.9994038,127.9729041,49.54989333,120.2943404,-74.05244943,-146.8134527,139.5348877,-19.8958384,136.967517,-23.69764617,-33.56070709,7.668353995,61.3167192,0.319908513,68.37084683,114.4368917,-4.792092388,-95.26719529,98.48951935,-35.82213442,51.47589714,6.360479204,5.584078505,25.31696637,-91.91337489,65.71321408,-97.58128384,65.83469466,-136.8885429,-135.6038812,-23.87643296,-106.9617006,-43.90283552,-106.5683541,97.70128843,176.5850837,-15.83823774,7.171709352,-139.4690035,-148.4684966,-58.2013021,76.95223561,1.56852693,-56.50293519,-3.151167937,-11.19728186,-12.80145051,54.89138792,64.61555361,45.06922326,114.8918438,-94.58105403,-37.28052899,-51.62788226,70.23692639,22.83655976,-84.37535297
0.535,1322.010089,735.7848186,797.2039354,306.7827343,-624.6287554,289.3568929,-112.6413399,-100.4939981,98.16944376,-251.6131471,-435.8575682,-129.5873338,-311.4929202,262.2796076,156.8258703,196.974872,384.0581253,-5.692737018,312.1296809,147.5902236,178.5578879,-439.7049714,-472.7294521,277.8991373,-153.2398855,-231.1919741,143.5664077,344.3232741,-250.5812456,52.4731231,124.2359442,-205.2145162,4.448205808,30.72008959,46.81327031,-202.974382,-24.8949466,182.8576684,170.3082748,-211.7967803,-28.00263136,26.43741161,70.49478119,120.7008309,57.52049303,-50.5228653,29.1829528,-141.8886664,83.27890716,151.6006143,57.97701552,122.5711362,17.83275355,152.8208322,10.60416953,-76.7356579,70.20964193,-150.0113818,-302.864658,96.87804598,70.36416896,19.8597687,94.65811854,70.45323387,61.16773135,95.88534363,-115.9251598,19.86909574,-232.560791,44.49943968,57.397033,106.4959027,45.78357595,-4.184800607,8.524478513,176.9233061,0.955079501,-113.4809739,228.6096637,-3.817790661,66.98721645,-66.14694664,-52.29412428,57.17463974,17.17603788,77.64234607,-130.5069192,91.58583017,178.6990758,39.94382245,0.701002499,6.117140498,-5.68295939,-31.81249281,171.1097576,-2.030630567,-34.69603997,-68.57877219,26.43042326,-33.12438921,97.73187437,198.7201188,-6.590308905,97.1777885,42.61844546,23.48618595,39.02299756,58.12920115,-19.25265782,120.2388747,-41.43138437,-4.062846289,49.95645191,65.43889139,59.15101615,-5.054736693,39.53843536,-205.1548653,6.570050131,15.50234586
0.546,167.3557829,-576.6506826,-189.5900902,-353.7671975,-169.6654469,-578.785984,-292.1312419,112.9268925,-250.8589606,121.3898599,635.0276579,-86.33879951,144.1327417,315.3465934,223.9686149,80.39091218,-328.4085334,-212.053015,-217.6798422,-78.62186671,228.8395828,-72.2923165,-94.83183198,-15.31587847,-101.9931982,-33.67788379,-119.2570415,92.24888871,10.92964043,-99.13429425,-202.1919201,23.4389024,-61.97043017,84.02974499,-21.31697664,34.52773805,-159.9602704,89.76914151,149.7720737,-157.1150923,-147.4826635,-71.46990459,254.4828661,84.62430144,204.3653664,30.12236548,-0.317268337,67.71938958,-123.4607609,71.07689837,22.58626622,-44.89560355,-50.85384006,-125.5233083,20.09503299,26.36645333,-52.68880925,-77.28729587,16.91702319,107.2129568,57.41040065,35.78662915,-50.04753122,37.52840961,-3.054372669,32.6668331,54.96619953,169.9457857,-16.2279241,-11.95324881,-88.89102353,-6.28170427,69.20028852,49.85206586,-103.7760253,22.86082384,-192.8674208,52.8978193,-63.37063997,-39.50591967,84.59231012,111.9312563,-20.6474204,-85.30763387,-5.219543712,46.12786187,2.238649165,-1.310942045,125.6276128,-87.10224174,-122.1298331,27.84287346,-69.96207689,32.25901045,12.52772179,48.34032619,-84.21008116,-34.82303569,9.268321548,-67.47940345,47.85046398,-17.54667139,6.966980124,9.981940988,-2.398133638,5.728341748,-5.364376388,134.1588877,-137.2301586,-6.65340404,129.6884446,19.34839466,11.54765827,-22.06335954,9.491933636,7.696564667,-47.26691602,-4.207452694,-43.95040079,-26.59906329
0.56,495.7152107,853.7488996,-101.8604966,-266.4136578,-5.305514855,-415.9200246,372.4168785,-197.1638595,493.745133,-481.1681368,-692.4489204,-228.2629557,-1.797411885,399.4137339,126.5097553,-28.6349635,338.7783856,261.5286745,54.39047816,722.3429147,177.0990912,-339.2246343,-2.583391134,-74.45534799,-177.3363905,100.8921876,34.69390659,435.2628224,192.5052701,-288.7950884,-96.46921761,-186.9065132,-128.7089108,-159.2116625,309.0437194,-144.5342056,-187.2842059,87.97718783,-141.4730068,193.461743,89.35388905,-7.291423509,-64.32470196,-313.8403751,-52.79824439,394.6376376,-312.4698765,140.7537227,91.32101735,177.467171,-213.4184504,303.9695054,-72.36210662,89.56374063,130.9175676,-114.7203626,197.2780685,95.30403701,-19.90423837,-16.78094269,-21.93421618,-126.6545558,88.84663305,108.7884798,149.5707661,47.42933044,31.58919064,46.05258237,-41.41313159,-93.31450679,97.24597437,138.4690273,-28.52412128,-86.1922554,-24.87354871,73.05077434,-106.1927643,35.33927372,-240.7078673,8.110058464,113.0996225,-9.374550352,26.72972882,166.7625347,-112.0078006,199.6301086,-136.8730636,140.5973527,60.06298124,181.1150269,-128.4305844,-162.6901083,-43.49398464,-65.21285081,0.198917797,27.10791953,-134.9800082,-91.16732009,24.24935395,-7.737635871,144.0216734,49.58484905,-50.0330944,90.56610329,117.1683198,35.93322299,-285.6853133,-41.59913933,92.43828855,-32.88354589,61.37798435,-61.95257803,-20.58227058,65.87202906,60.30416261,114.0248899,-12.61402617,-98.0841294,39.2029153,-2.367170059
0.594,-873.359714,146.3632733,-234.8896197,371.3992156,183.9096602,403.4039357,-31.80101692,86.43559275,453.7530772,-208.6490173,33.03488664,-287.8098732,100.1489987,228.5866227,721.7955025,53.51801069,-249.6903489,-263.9736184,32.4070306,33.34648505,9.605279985,-11.65071801,107.4786674,-254.4596586,-90.59836324,-201.7857988,40.43240228,187.2939985,50.76422513,157.9823793,-126.8084969,-45.74735813,-120.8491737,-121.2540641,32.40236887,5.218245687,27.64114947,44.51349657,109.2886015,89.74852596,167.5756254,-63.87913361,-64.62734171,24.42528321,128.9186043,-28.23866722,-41.74682043,106.5007285,-65.61835973,31.58428757,-75.86038263,127.8412544,-229.8144847,-43.3555165,71.12173709,-90.81411583,-16.68813519,-54.91744415,-36.04750319,13.85951037,124.2242462,-57.15290826,-123.0815937,-31.40851648,22.39032708,-70.63626744,-16.16329999,48.33908535,42.04244211,-160.1177094,-54.26609074,-76.27238313,108.1102051,201.4185943,90.82756951,-127.4574797,-31.81459918,56.98097694,22.74012405,75.88516115,30.8935959,-53.32884909,145.2115513,8.391020359,-26.8398918,-86.5646119,142.2373134,-43.55653775,87.23988656,145.2303112,-188.0747878,6.024196134,-49.92422387,154.0706206,162.8101794,36.66217648,-61.0495842,168.3919712,26.07789106,15.25019876,-66.49802178,135.4920005,114.3131022,-19.6629863,82.25738751,40.08013034,44.60409282,21.85030846,-38.3031595,70.75808856,-74.44496207,-65.91418688,-61.91385054,4.180012023,-94.93607941,-35.50526584,-53.72078878,-23.39834151,-145.4351813,-6.040783246
0.531,772.5688759,476.8121415,-491.7127633,84.79921021,-788.5393265,-421.0669755,666.0867607,448.2795928,-34.22514184,-336.93019,148.296563,153.0127218,223.2897333,139.9787505,-353.314607,0.107169091,-94.15936708,136.9096258,340.7106196,-199.7864145,-193.4721439,4.451214981,-130.4640342,62.44183583,181.3323649,182.9721577,97.36365729,-70.12725896,-104.5508741,297.1415621,23.59923066,-50.5940928,-130.6719892,138.6568196,174.6332093,-31.10100044,-113.7258136,172.8765575,32.30684691,-105.7558534,-24.47361561,-64.3077877,38.00148472,71.283389,-209.6033359,307.3561151,326.7377099,-233.3460318,-108.3333341,-32.52527309,-68.35019128,-210.6153726,26.72106557,9.824143414,-86.6101471,24.21361832,8.437671438,-8.632309533,-116.3415356,157.7204483,-47.6345603,-9.880869669,34.50792799,-109.7047979,68.72845574,26.00388184,61.36001487,-10.02840509,5.965421689,-124.7562211,247.8338462,-83.33371272,118.2810606,123.8265507,-28.25735058,-96.73201104,-139.0259742,-105.610818,79.6874224,-49.87824184,-137.2015936,-70.19642327,-148.5670427,-39.38823906,-60.74969925,-31.31951137,30.85585159,-118.5561208,-78.2582454,-144.6050242,53.04941954,18.59371469,-84.16707485,103.0749578,23.74469232,128.6442616,-33.67177057,-79.58319401,34.99504353,-1.093561566,-90.991332,53.37937002,-39.57820769,-78.28327016,57.96853592,135.7084193,36.6297715,-12.37424597,35.05271675,-95.10421299,27.67962307,-37.65579966,8.809448046,-45.80440849,4.020695099,9.062796461,-224.507528,35.91407097,71.52071904,-11.34586003
0.571,-141.3879026,-785.2330401,-432.1023074,2.827620514,419.6509063,-595.2232126,447.9941623,31.67310173,-104.1841043,-158.6833033,-180.3555371,133.4126401,-9.304472092,83.3229583,-81.83683488,86.97648287,102.7255401,200.6883211,-58.29538586,-455.5518528,-24.41576793,-137.3905125,-37.03442972,-253.8581959,66.50150566,280.9553614,92.94070625,30.56220096,7.98737467,-161.3068396,100.6592366,-14.29584939,-6.623329722,35.00204772,61.49446939,170.1501404,-2.880635383,-110.7125989,111.4096501,-44.60102881,-111.5888175,29.21328259,-24.13016566,-129.40921,160.49301,-134.0268036,269.0240777,5.78397092,27.11608933,58.46984401,-74.36650338,22.46821193,43.95364294,75.34489475,55.07995857,8.29351794,-152.2631269,36.41584139,1.091795169,-15.11565585,-45.51021975,96.34743722,53.08995077,88.39973615,-39.66510385,-8.189370725,-96.68917404,-13.63875565,-12.86742735,-118.502742,-73.03331424,-19.54899208,-112.822702,97.93653033,-9.796625298,-149.0143623,8.800630133,12.54068891,-130.8197866,113.4705529,43.73301588,-5.957717911,8.984981682,52.50674076,0.733868331,-57.57329204,5.905154585,-111.370703,148.9450692,11.99592464,21.79866097,-85.49155275,60.84653845,-82.65554039,98.59831324,50.3519527,-77.78660623,7.811945217,0.576272874,30.72234652,33.92291789,-15.52536046,85.45897173,-56.54848505,66.79662134,-137.7787818,-63.96274442,-58.18513178,72.99940383,-19.1877707,17.98535593,47.50918303,-29.68476434,6.398329523,46.55033692,-16.76594896,-44.0866505,2.178523452,-60.76609708,-6.970097936
0.54,-529.2944887,865.6732022,-604.4073721,563.6047104,-210.4313184,-118.8866134,122.708632,404.3131895,439.2081861,115.307736,254.495327,105.2854592,-172.7886876,-176.6272164,-68.95889016,-323.8663766,10.36977783,117.57099,-571.2134124,43.74144341,226.2309126,300.0089748,58.3705224,292.4390691,53.67857767,292.442995,178.7035135,364.0878549,-245.3566133,159.9559516,-109.936951,154.2261846,-75.26428427,127.8268207,-11.44053964,134.0281042,-321.1735006,129.0712097,170.5891636,151.8890327,61.79223633,-155.0649966,56.29268006,-158.3061001,-39.37916845,202.706159,-50.11829408,38.49639104,-49.44520479,62.41097516,103.091222,50.63669889,229.8823478,-102.2230097,154.302716,120.957994,109.162843,-190.8040733,-104.646747,60.73410519,-157.8328109,-48.78508603,66.0743172,-3.293211537,-195.0056485,-7.036767751,62.36200605,7.517230474,1.019165477,110.939741,-75.23809094,166.7114386,-106.9594042,83.04959405,-43.07734907,-89.83073782,88.77282871,154.5983595,-87.78725365,-13.38544527,168.1240679,2.027896541,-70.9593918,-21.30758716,53.29327818,1.65052093,103.778183,153.8595028,-113.5697781,-36.13500993,123.0313977,-169.0663375,-22.01359334,10.56388805,-222.1053975,-88.14555079,-143.3277393,-54.02143131,-69.02450068,44.59342311,4.493314643,48.01098996,136.3088835,-26.87362271,178.4782304,-51.35290585,-30.39078837,6.040724224,-185.7625456,1.838407702,34.81239155,-97.71779003,44.3411386,-160.2422651,-13.50353125,-49.79594524,-42.49212617,36.45329057,-154.1279058,103.512485
0.519,-559.4016139,995.1901665,-75.5551043,-448.5952765,220.4569325,-438.9089769,-269.4736742,90.03503119,-176.8337499,-168.8549915,-144.7633875,-156.2083084,-358.49481,419.7773688,86.1352282,-361.3347315,39.72667291,357.4793886,-143.3344833,-279.779229,-87.28549108,114.3839112,124.0765318,-218.9546728,-174.5723976,-266.3099744,326.089248,-196.8388414,-26.32868491,34.23998058,85.92826811,59.40242649,37.62172238,170.1324002,-7.744994651,-9.062858078,30.21581297,-102.6800366,-41.26356465,137.9364645,67.30395417,152.4554826,-185.2212718,178.9340012,-66.4871907,-137.6229798,-33.03421294,-12.52353074,-77.80532413,166.9252835,120.7242587,-28.73271767,-91.43566528,-0.098143146,29.74882355,-17.47390236,156.5147505,177.973923,8.63002726,81.28374282,107.3589985,30.81749763,9.21215493,51.4569933,-33.23550723,32.53052884,18.96604064,142.302316,-86.36114654,-116.8585505,6.6827655,-34.89734929,-87.63260263,171.243603,-79.47349572,-68.5928612,107.9621906,-8.147405772,162.5240847,136.2313588,-35.22455305,35.22960968,48.42243208,-134.6518704,50.64302639,-17.72573241,49.9755988,42.38961205,43.30125426,-185.5616897,-55.72500962,75.0868112,101.9591898,46.89873892,41.02421465,28.21734369,-32.66441475,-128.7691623,206.2394633,14.81888251,135.2376534,-19.81126803,74.53326745,89.62516524,49.98103593,29.52347151,86.77155868,-126.7341124,-79.74530665,64.68057276,99.14824728,-2.233357013,-134.707389,-61.23168931,23.58574992,48.76002321,-96.74309409,3.046182269,-34.92274234,160.7169979
0.57,531.0309293,-107.9184584,49.78859021,-175.0735183,-768.2412536,41.17401227,-96.33310051,268.8255387,226.324509,-78.56143072,-609.8023831,216.2736612,404.5360946,65.86144141,-143.041999,-37.5108753,14.42745559,70.8843584,252.7957809,-185.4878526,217.1846915,322.4612639,85.69231831,81.78094775,-214.7702656,-407.2309507,-126.3990926,179.6494905,-116.6791554,-363.719281,115.1366912,-84.49174412,29.04612212,-46.20210141,36.84588921,-15.93171613,5.119517706,-103.7434681,-147.1304511,145.60423,-68.08381946,250.8526456,74.8775288,-226.4887729,-137.0555136,170.5678125,-114.2066185,223.1943198,-6.95564095,163.3243643,-244.2503949,75.82621615,75.78511737,77.28277636,5.235758878,-191.3312618,-105.1740033,38.52479541,-41.09726852,-1.55676651,102.7581322,-16.35942383,-67.11141397,-173.894277,38.61331749,336.3344343,27.08850288,-58.09136438,91.49172897,-4.472480705,-88.81527892,95.53190272,-68.84713818,-181.5709917,-85.54500299,26.88549545,142.5632461,-96.99315087,-15.7809086,-114.5474081,41.88342341,197.9700438,3.152662511,-79.45461818,51.14658677,184.9269202,99.88937898,-115.1537955,-61.59739924,-160.1055678,-13.47822883,108.0199004,-92.75647719,1.274144274,-143.9278092,220.8600764,50.30047297,-78.84916761,-97.77948632,72.63592139,16.99003371,-99.32112481,-104.4161821,139.4528764,-155.5454171,-94.15448772,185.0737575,41.78201764,-188.0143764,-46.45198203,-121.0269298,0.918425761,11.55790377,-34.01177823,115.9057117,94.74779733,20.62886275,1.276189885,21.62509337,42.43362019
