,pred_prob,circum,num_size,closed_loop,average_distance,variance_distance,k,b,right_1,left_1,longest_line_length,is_nine
303,0.607,65,0.088,FALSE,5.48,9.136,-0.231,20.077,20,49,13.342,FALSE
304,0.626,61,0.188,FALSE,6.475,4.961,0.714,5.714,98,49,17.205,FALSE
305,0.675,76,0.13,FALSE,5.536,7.269,-0.158,21.105,14,88,19.235,FALSE
306,0.67,41,0.057,FALSE,5.086,7.254,-1.5,35.5,21,24,7.211,TRUE
307,0.629,57,0.101,FALSE,5.927,7.342,0.143,13,44,35,14.142,TRUE
308,0.65,77,0.251,FALSE,6.484,6.018,1.455,-7.091,96,101,19.416,TRUE
309,0.602,88,0.194,FALSE,6.498,5.836,0.059,15.647,100,52,17.029,TRUE
310,0.667,108,0.198,TRUE,6.981,9.264,-1.727,37.545,76,79,21.954,TRUE
311,0.658,90,0.17,FALSE,6.614,7.609,-0.882,26.412,62,71,22.672,TRUE
312,0.617,90,0.163,FALSE,6.41,6.862,-1.214,31.5,59,69,22.023,TRUE
313,0.673,95,0.163,TRUE,7.147,7.536,-0.842,25.211,71,57,24.839,FALSE
314,0.643,53,0.074,FALSE,5.703,6.899,-0.118,16.706,29,29,17.117,TRUE
315,0.696,65,0.101,FALSE,6.603,7.538,0.133,15.2,50,29,15.133,TRUE
316,0.612,92,0.205,FALSE,6.429,6.046,-4.75,99,30,131,19.416,TRUE
317,0.677,81,0.147,FALSE,6.093,7.442,0.056,15.778,74,41,18.028,TRUE
318,0.622,64,0.139,FALSE,7.383,6.39,0,18,68,41,15,TRUE
319,0.635,84,0.176,FALSE,6.387,7.579,-0.933,26.6,73,65,20.518,TRUE
320,0.686,67,0.108,FALSE,6.176,7.398,-0.294,20.471,34,51,17.72,TRUE
321,0.641,78,0.185,FALSE,6.246,9.04,-0.625,24.375,62,83,18.868,TRUE
322,0.647,91,0.181,FALSE,6.611,7.117,-0.643,22.143,67,75,16.643,TRUE
323,0.665,59,0.088,TRUE,5.668,5.687,0,16,45,24,15,FALSE
324,0.647,82,0.181,FALSE,6.743,4.983,-1.889,48.444,33,109,19.235,TRUE
325,0.606,61,0.176,FALSE,5.751,5.815,1.455,-7.091,67,71,19.416,TRUE
326,0.625,60,0.091,FALSE,5.384,7.241,0,16,50,21,15,TRUE
327,0.603,49,0.064,FALSE,6.286,7.905,-0.636,24.364,21,29,13.038,TRUE
328,0.608,90,0.166,TRUE,6.523,6.598,-0.706,21.529,89,41,20.809,FALSE
329,0.678,72,0.097,FALSE,6.241,8.543,-0.75,28.75,14,62,15,TRUE
330,0.63,92,0.19,FALSE,7.082,7.26,-1.143,24.571,122,27,21.26,TRUE
331,0.627,53,0.082,FALSE,6.055,8.051,0.615,7.308,48,16,15.264,TRUE
332,0.626,51,0.135,FALSE,5.789,7.965,-0.316,17.263,57,49,19.925,TRUE
333,0.631,73,0.195,FALSE,6.575,9.763,-0.263,20.053,63,90,19.647,TRUE
334,0.676,53,0.105,FALSE,6.033,7.838,-0.105,16.526,38,44,19.105,TRUE
335,0.68,64,0.105,FALSE,6.078,4.463,-1.125,24.625,69,13,12.042,TRUE
336,0.606,88,0.196,FALSE,6.83,6.493,-1.429,30,108,46,12.207,TRUE
337,0.634,67,0.166,FALSE,6.998,11.775,-0.938,26.625,65,65,21.932,TRUE
338,0.67,64,0.153,FALSE,6.835,10.079,-1.333,35.667,42,78,20,TRUE
339,0.648,78,0.21,FALSE,7.491,7.74,-0.526,23.632,70,95,21.471,TRUE
340,0.622,54,0.088,FALSE,5.875,8.288,-0.176,18.412,26,43,17.263,TRUE
341,0.675,89,0.19,TRUE,6.673,6.183,-0.857,23.143,97,52,18.439,FALSE
342,0.67,73,0.138,FALSE,5.624,6.853,0.571,7,53,55,16.125,TRUE
343,0.716,95,0.205,FALSE,6.982,8.328,0.938,5.25,125,36,21.932,TRUE
344,0.765,66,0.111,FALSE,6.412,8.34,-0.267,21.667,25,62,15.524,TRUE
345,0.77,82,0.145,FALSE,6.764,7.1,-0.875,29,43,71,21.26,TRUE
346,0.795,61,0.082,FALSE,6.539,5.364,0.778,6.889,43,21,11.402,TRUE
347,0.73,61,0.147,FALSE,6.232,7.246,-0.389,19.333,57,58,19.313,TRUE
348,0.75,57,0.117,FALSE,6.304,6.306,0.538,8.308,60,32,14.765,TRUE
349,0.782,62,0.099,FALSE,6.804,6.246,0.067,15.6,50,28,15.033,TRUE
350,0.778,67,0.149,FALSE,6.521,5.686,0.692,5.462,76,41,15.811,TRUE
351,0.712,74,0.184,FALSE,6.332,7.61,0.75,4.25,79,65,20,TRUE
352,0.76,77,0.159,FALSE,7.05,9.569,0.643,6.786,82,43,16.643,TRUE
353,0.789,79,0.157,TRUE,6.537,5.529,-0.667,21.333,76,47,18.028,TRUE
354,0.773,50,0.099,FALSE,5.718,6.234,-0.833,28.833,37,41,15.62,TRUE
355,0.732,50,0.065,FALSE,5.98,9.472,0.2,12,24,27,10.198,TRUE
356,0.727,70,0.133,FALSE,6.901,4.839,1.25,-0.25,76,28,19.209,TRUE
357,0.759,84,0.181,FALSE,6.386,5.893,0.353,11.588,87,55,18.028,TRUE
358,0.723,54,0.111,FALSE,5.859,5.994,0.067,14.667,51,36,15.033,TRUE
359,0.702,72,0.134,FALSE,5.728,6.794,0.267,13.667,81,24,15.524,TRUE
360,0.74,62,0.139,FALSE,5.851,8.704,-0.526,24.158,35,74,21.471,TRUE
361,0.754,84,0.144,TRUE,6.412,6.448,-0.643,25.786,44,69,16.643,FALSE
362,0.714,77,0.143,FALSE,6.657,7.259,-2.833,65.333,23,89,18.028,FALSE
363,0.744,82,0.139,FALSE,7.344,9.447,-14,103,105,4,14.036,TRUE
364,0.747,53,0.079,FALSE,6.212,7.442,0.222,12.111,32,30,18.439,TRUE
365,0.736,82,0.245,FALSE,6.451,5.609,2.714,-18.714,121,71,20.248,TRUE
366,0.713,56,0.073,FALSE,6.325,8.514,0.2,12.2,35,22,10.198,TRUE
367,0.783,74,0.149,FALSE,6.632,4.305,1.625,-4.375,82,35,15.264,TRUE
368,0.712,74,0.116,FALSE,6.517,7.427,-0.545,21.818,43,48,12.53,TRUE
369,0.78,54,0.102,FALSE,5.584,7.209,0.053,13.789,39,41,19.026,TRUE
370,0.704,70,0.203,FALSE,6.201,6.895,-0.421,21.526,61,98,20.616,TRUE
371,0.777,82,0.236,FALSE,6.535,6.314,-1.062,24.188,138,47,23.345,TRUE
372,0.716,76,0.195,TRUE,6.236,7.476,-0.706,23.529,82,71,20.809,TRUE
373,0.723,74,0.216,TRUE,7.057,4.179,0.056,16.722,106,63,18.028,TRUE
374,0.717,81,0.179,FALSE,6.337,6.883,0.278,13.889,97,43,18.682,TRUE
375,0.703,86,0.237,TRUE,6.898,8.56,-0.688,26.5,72,114,19.416,FALSE
376,0.777,79,0.207,TRUE,6.666,9.689,-0.706,25.941,68,94,20.809,FALSE
377,0.708,96,0.233,FALSE,7.287,6.303,-1.214,28.286,106,77,22.023,TRUE
378,0.748,53,0.077,FALSE,5.691,6.739,-1.667,47,0,60,11.662,TRUE
379,0.714,67,0.205,FALSE,6.097,5.856,-0.105,16.526,70,91,19.105,TRUE
380,0.722,80,0.17,FALSE,6.206,6.754,-0.706,24.235,68,65,20.809,TRUE
381,0.779,87,0.227,FALSE,7.129,5.208,-1.25,25.25,129,49,19.209,TRUE
382,0.797,89,0.205,FALSE,6.42,6.088,-0.211,20.053,52,109,19.416,TRUE
383,0.712,98,0.181,FALSE,6.859,9.294,-1,30,71,71,22.627,TRUE
384,0.711,63,0.117,FALSE,6.071,5.948,-3,69,15,77,15.811,FALSE
385,0.74,49,0.105,FALSE,6.039,7.157,-0.111,16.444,41,41,18.111,FALSE
386,0.756,84,0.179,FALSE,6.495,11.112,-0.941,30.529,32,108,23.345,TRUE
387,0.725,90,0.157,FALSE,6.933,6.619,-1.077,26.538,70,53,19.105,TRUE
388,0.768,70,0.129,FALSE,7.163,11.946,1.083,-2.833,26,75,17.692,TRUE
389,0.737,68,0.138,FALSE,6.501,9.709,-1.214,31.5,56,52,22.023,TRUE
390,0.789,91,0.165,TRUE,6.93,5.599,-1.625,46,20,109,15.264,TRUE
391,0.8,79,0.222,FALSE,6.481,7.728,1.214,-4.5,64,110,22.023,TRUE
392,0.711,69,0.138,FALSE,6.923,8.849,0.056,15.611,69,39,18.028,TRUE
393,0.828,82,0.121,FALSE,6.465,7.348,1.714,-4.571,68,27,13.892,TRUE
394,0.898,64,0.144,FALSE,5.773,5.919,0.188,12.25,63,50,16.279,TRUE
395,0.854,69,0.133,FALSE,6.654,9.321,1.308,-4.154,61,43,21.401,TRUE
396,0.859,77,0.283,FALSE,6.519,5.956,1.071,0.571,139,83,20.518,TRUE
397,0.859,71,0.143,FALSE,6.1,7.698,-0.909,25.364,67,45,14.866,TRUE
398,0.83,71,0.162,FALSE,6.964,11.414,-0.909,27.455,65,62,14.866,TRUE
399,0.827,86,0.135,FALSE,7.299,10.501,0.188,15.875,82,24,16.279,TRUE
400,0.841,65,0.128,FALSE,6.129,5.567,-0.571,21,61,39,16.125,TRUE
401,0.851,69,0.128,FALSE,6.382,5.718,0.059,15.647,56,44,17.029,TRUE
402,0.81,78,0.111,FALSE,6.759,4.976,1.222,1.667,63,24,14.213,TRUE
403,0.883,63,0.144,FALSE,6.217,5.343,0.294,12.824,72,41,17.72,TRUE
404,0.863,72,0.134,FALSE,7.058,5.904,0.6,9.6,71,34,17.493,TRUE
405,0.835,73,0.134,FALSE,6.517,8.531,-0.278,20.111,38,67,18.682,TRUE
406,0.841,90,0.154,TRUE,6.366,8.536,-1.067,26.4,79,42,21.932,FALSE
407,0.875,70,0.125,FALSE,6.85,6.323,0.294,11.824,56,42,17.72,TRUE
408,0.809,73,0.179,FALSE,6.921,6.064,1.091,1.364,100,40,16.279,TRUE
409,0.879,71,0.152,FALSE,7.354,5.187,1.667,-3.333,91,28,17.493,TRUE
410,0.845,67,0.163,FALSE,5.767,6.53,-0.625,21.125,73,55,18.868,TRUE
411,0.836,82,0.153,TRUE,6.481,4.71,-0.5,17.5,91,29,17.889,FALSE
412,0.872,80,0.17,FALSE,7.15,5.56,2.833,-20.5,88,45,18.028,TRUE
413,0.868,73,0.186,FALSE,6.113,6.394,-0.667,21.667,84,62,21.633,TRUE
414,0.876,91,0.161,FALSE,7.071,4.749,-0.917,22.583,92,34,16.279,TRUE
415,0.851,68,0.177,FALSE,6.189,7.013,0.211,12.368,77,62,19.416,TRUE
416,0.817,77,0.18,FALSE,6.273,6.372,-0.812,23.25,88,53,20.616,TRUE
417,0.898,49,0.08,FALSE,5.427,8.379,0.636,7.545,48,15,13.038,TRUE
418,0.864,57,0.088,FALSE,5.438,6.212,-1.25,39,7,62,12.806,TRUE
419,0.833,85,0.149,FALSE,6.791,3.985,-8.5,96.5,87,30,17.117,TRUE
420,0.876,70,0.31,FALSE,6.421,5.911,-0.526,20.632,139,104,21.471,TRUE
421,0.891,95,0.21,FALSE,7.163,5.732,-4.25,102.75,15,150,17.464,TRUE
422,0.848,87,0.191,FALSE,6.367,6.51,2.143,-15.429,90,60,16.553,TRUE
423,0.815,97,0.205,FALSE,6.951,7.625,-0.222,21.111,54,107,18.439,TRUE
424,0.894,71,0.143,FALSE,5.894,7.845,-0.222,20.111,38,74,18.439,TRUE
425,0.88,86,0.161,FALSE,7.618,7.719,-1.5,34,74,52,14.422,TRUE
426,0.882,58,0.124,FALSE,6.079,6.099,0.059,15.706,59,38,17.029,TRUE
427,0.838,78,0.167,FALSE,6.739,7.928,0.389,11.444,89,42,19.313,TRUE
428,0.871,66,0.111,FALSE,6.753,9.663,0.846,1.538,31,56,17.029,TRUE
429,0.84,53,0.089,FALSE,5.671,8,0.067,14.533,45,25,15.033,TRUE
430,0.806,95,0.168,FALSE,7.296,6.659,-2.667,36.333,111,21,17.088,TRUE
431,0.823,73,0.233,FALSE,6.825,6.548,-0.812,24.875,111,72,20.616,TRUE
432,0.858,65,0.134,FALSE,6.186,6.683,0.786,3.286,61,44,17.804,TRUE
433,0.82,77,0.135,FALSE,6.927,8.938,0.056,15.722,67,39,18.028,TRUE
434,0.892,72,0.151,FALSE,6.139,7.139,-0.467,21.8,49,69,16.553,TRUE
435,0.867,71,0.139,FALSE,6.754,7.031,-0.235,19.706,46,63,17.464,TRUE
436,0.893,67,0.11,FALSE,6.593,5.257,0.067,15.667,49,37,15.033,TRUE
437,0.884,75,0.149,FALSE,6.222,9.197,0.2,13.8,83,34,15.297,TRUE
438,0.875,59,0.083,FALSE,5.66,9.081,0,15,43,22,15,TRUE
439,0.836,69,0.186,FALSE,6.53,5.747,-0.111,17.444,65,81,18.111,TRUE
440,0.829,89,0.175,FALSE,6.975,6.409,-1.077,27.538,77,60,19.105,TRUE
441,0.899,60,0.191,FALSE,6.17,5.825,0.105,14.579,88,62,19.105,TRUE
442,0.874,100,0.152,FALSE,7.213,7.496,-1.1,31.1,46,73,14.866,TRUE
443,1,66,0.148,FALSE,6.239,7.151,1.091,-0.636,73,43,16.279,TRUE
444,0.999,73,0.148,FALSE,6.499,8.241,0.5,9,77,39,17.889,TRUE
445,0.96,53,0.107,FALSE,5.82,7.512,0.056,12.778,39,45,18.028,TRUE
446,0.999,92,0.214,FALSE,6.612,6.635,2.375,-12.625,117,51,20.616,TRUE
447,0.987,69,0.13,FALSE,6.125,7.783,-0.571,23.571,36,66,16.125,TRUE
448,0.999,69,0.196,FALSE,5.989,7.042,-0.263,17.316,76,78,19.647,TRUE
449,0.998,67,0.106,FALSE,6.254,8.239,0.75,4.75,54,29,15,TRUE
450,0.963,83,0.161,FALSE,6.62,6.685,1.364,-3.182,78,48,18.601,TRUE
451,1,83,0.153,FALSE,6.856,5.939,-0.125,19.75,45,75,16.125,TRUE
452,0.999,60,0.202,FALSE,6.18,6.317,-0.222,18.333,69,89,18.439,TRUE
453,0.998,56,0.108,FALSE,6.093,7.808,0.062,13.562,43,42,16.031,TRUE
454,0.94,84,0.139,FALSE,7.116,9.121,0.438,11.812,81,28,17.464,TRUE
455,0.994,91,0.126,FALSE,7.086,5.751,0.636,11.818,79,20,13.038,TRUE
456,0.997,83,0.288,FALSE,6.558,6.56,-0.611,20.444,135,91,21.095,TRUE
457,0.998,63,0.098,FALSE,5.943,8.916,0.357,12.214,58,19,14.866,TRUE
458,0.998,54,0.093,FALSE,5.586,8.448,-0.25,18.75,28,45,16.492,TRUE
459,1,72,0.145,FALSE,6.439,8.431,-1.857,50.571,7,107,14.765,TRUE
460,0.989,59,0.129,FALSE,6.386,6.264,0.062,14.75,59,42,16.031,TRUE
461,0.996,70,0.098,FALSE,6.606,8.871,-0.188,18.938,30,47,16.279,TRUE
462,0.997,83,0.161,FALSE,7.133,8.523,1.364,-3.545,87,39,18.601,TRUE
463,0.998,72,0.111,FALSE,7.132,9.031,-4.333,106.667,1,86,13.342,TRUE
464,0.998,73,0.112,FALSE,6.045,7.984,0.333,13.667,67,21,15.811,TRUE
465,0.934,89,0.151,FALSE,7.116,7.96,-3.5,88.5,15,103,14.56,TRUE
466,0.999,73,0.119,FALSE,6.614,9.154,0.083,14.167,55,38,12.042,TRUE
467,0.999,84,0.122,FALSE,7.291,6.943,0.143,16.286,60,36,14.142,TRUE
468,0.944,69,0.107,FALSE,6.629,8.647,-0.636,23.091,41,43,13.038,TRUE
469,1,91,0.165,FALSE,7.049,6.21,-1,24,97,32,18.385,TRUE
470,0.967,83,0.12,FALSE,6.902,6.488,-0.545,26.091,33,61,12.53,TRUE
471,0.998,71,0.176,FALSE,5.962,6.238,0.857,2.857,82,56,18.439,TRUE
472,1,112,0.173,FALSE,7.179,7.818,-1.667,32.333,85,51,17.493,TRUE
473,0.999,84,0.163,FALSE,6.975,4.958,-0.562,20.375,78,50,18.358,TRUE
474,1,89,0.267,FALSE,7.058,8.42,1.462,-6.231,112,97,23.022,TRUE
475,1,71,0.176,FALSE,6.229,7.299,1.167,0,101,37,18.439,TRUE
476,0.939,59,0.209,FALSE,6.189,6.133,-0.158,16.789,81,83,19.235,TRUE
477,1,75,0.213,FALSE,6.23,6.82,-0.588,21.529,93,74,19.723,TRUE
478,0.998,95,0.162,FALSE,7.775,6.376,3,-50,6,121,15.811,TRUE
479,1,99,0.21,FALSE,7.183,8.184,-0.867,25.2,84,81,19.849,TRUE
480,1,77,0.195,FALSE,6.783,7.289,1.7,-7.9,94,59,19.723,TRUE
481,0.998,72,0.171,FALSE,6.262,7.96,-0.857,26.857,69,65,18.439,TRUE
482,0.96,64,0.092,FALSE,5.906,8.054,-0.067,17.333,26,46,15.033,TRUE
483,0.997,92,0.136,FALSE,7.626,8.916,0.909,4.818,75,32,14.866,TRUE
484,0.998,71,0.176,FALSE,7.106,5.439,0.25,14.75,89,49,16.492,TRUE
485,0.971,65,0.117,FALSE,6.147,7.828,-0.5,18.5,56,36,15.652,TRUE
486,0.993,66,0.133,FALSE,5.584,7.162,0.312,10.75,62,42,16.763,TRUE
487,1,77,0.165,FALSE,6.706,6.64,0.714,7.429,94,35,17.205,TRUE
488,0.999,78,0.13,FALSE,7.095,7.265,0,17,63,39,16,TRUE
489,1,72,0.188,FALSE,6.365,7.388,-0.263,16.316,80,67,19.647,TRUE
490,1,72,0.13,FALSE,5.872,8.045,1.444,-7,49,53,15.811,TRUE
491,1,92,0.198,FALSE,7.182,6.14,0.867,4.667,101,54,19.849,TRUE
492,0.999,82,0.135,FALSE,6.376,7.9,4.667,-53.667,53,53,14.318,TRUE
